campaign_name,ad_group,page_id,final_url,keyword,match_type,volume_mid,class,expected_intent_note,tracking_slot,suggested_start_bid,headline_seed_1,headline_seed_2,headline_seed_3
RC-p003-BOOK,p003--book,p003,/en/go/lines/royal-caribbean/,book royal caribbean cruise,exact,2400,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.66,Book A Royal Caribbean Trip,Real Dates Real Availability,Call A Cruise Specialist
RC-p003-BOOK,p003--book,p003,/en/go/lines/royal-caribbean/,book royal caribbean cruise,"phrase (discovery, negatives applied)",2400,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.66,Book A Royal Caribbean Trip,Real Dates Real Availability,Call A Cruise Specialist
RC-p003-BOOK,p003--book,p003,/en/go/lines/royal-caribbean/,royal caribbean booking,exact,1600,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.58,Book A Royal Caribbean Trip,Real Dates Real Availability,Call A Cruise Specialist
RC-p003-BOOK,p003--book,p003,/en/go/lines/royal-caribbean/,royal caribbean group booking,exact,390,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.45,Book A Royal Caribbean Trip,Real Dates Real Availability,Call A Cruise Specialist
RC-npq-rci-holiday-BOOK,npq-rci-holiday--holiday,npq-rci-holiday,/en/go/lines/royal-caribbean/holiday-cruises/,royal caribbean christmas cruise,exact,1600,BOOK-NOW,Holiday travel window fixed; call must confirm availability and price,fwd-RC-npq-rci-holiday-BOOK,0.20,Holiday Cruise Sailings,December Cruise Dates,Call A Cruise Specialist
RC-npq-rci-holiday-BOOK,npq-rci-holiday--holiday,npq-rci-holiday,/en/go/lines/royal-caribbean/holiday-cruises/,royal caribbean christmas cruise,"phrase (discovery, negatives applied)",1600,BOOK-NOW,Holiday travel window fixed; call must confirm availability and price,fwd-RC-npq-rci-holiday-BOOK,0.20,Holiday Cruise Sailings,December Cruise Dates,Call A Cruise Specialist
RC-npq-rci-holiday-BOOK,npq-rci-holiday--holiday,npq-rci-holiday,/en/go/lines/royal-caribbean/holiday-cruises/,royal caribbean new years cruise,exact,1300,BOOK-NOW,Holiday travel window fixed; call must confirm availability and price,fwd-RC-npq-rci-holiday-BOOK,0.20,Holiday Cruise Sailings,December Cruise Dates,Call A Cruise Specialist
RC-npq-rci-holiday-BOOK,npq-rci-holiday--holiday,npq-rci-holiday,/en/go/lines/royal-caribbean/holiday-cruises/,royal caribbean december cruises,exact,590,BOOK-NOW,Holiday travel window fixed; call must confirm availability and price,fwd-RC-npq-rci-holiday-BOOK,0.20,Holiday Cruise Sailings,December Cruise Dates,Call A Cruise Specialist
RC-npq-rci-holiday-BOOK,npq-rci-holiday--holiday,npq-rci-holiday,/en/go/lines/royal-caribbean/holiday-cruises/,royal caribbean holiday cruise,exact,390,BOOK-NOW,Holiday travel window fixed; call must confirm availability and price,fwd-RC-npq-rci-holiday-BOOK,0.20,Holiday Cruise Sailings,December Cruise Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--last-minute,p003,/en/go/lines/royal-caribbean/,royal caribbean last minute cruise,exact,3600,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.26,Last Minute Royal Caribbean,Near Term Sailing Dates,Call For Availability Today
RC-p003-BOOK,p003--last-minute,p003,/en/go/lines/royal-caribbean/,royal caribbean last minute cruise,"phrase (discovery, negatives applied)",3600,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.26,Last Minute Royal Caribbean,Near Term Sailing Dates,Call For Availability Today
RC-p003-BOOK,p003--last-minute,p003,/en/go/lines/royal-caribbean/,royal caribbean last minute,exact,140,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.25,Last Minute Royal Caribbean,Near Term Sailing Dates,Call For Availability Today
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,rccl reservations phone number,exact,1900,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,2.03,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,rccl reservations phone number,"phrase (discovery, negatives applied)",1900,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,2.03,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean reservations,exact,1300,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,0.52,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean group reservations,exact,390,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,0.45,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean cruise reservations,exact,320,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,0.75,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--reservations,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,oasis of the seas reservations,exact,110,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,0.24,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-dest-southern-caribbean-BOOK,npq-rci-dest-southern-caribbean--core,npq-rci-dest-southern-caribbean,/en/go/lines/royal-caribbean/to/southern-caribbean/,royal caribbean southern caribbean cruise,exact,3600,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-southern-caribbean-BOOK,0.20,Southern Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-southern-caribbean-BOOK,npq-rci-dest-southern-caribbean--core,npq-rci-dest-southern-caribbean,/en/go/lines/royal-caribbean/to/southern-caribbean/,royal caribbean southern caribbean cruise,"phrase (discovery, negatives applied)",3600,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-southern-caribbean-BOOK,0.20,Southern Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-ship-freedom-of-the-seas-BOOK,npq-ship-freedom-of-the-seas--caribbean,npq-ship-freedom-of-the-seas,/en/go/ships/freedom-of-the-seas/,caribbean cruise freedom of the seas,exact,3600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-freedom-of-the-seas-BOOK,0.32,Freedom Of The Seas Cruises,Check Freedom Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-freedom-of-the-seas-BOOK,npq-ship-freedom-of-the-seas--caribbean,npq-ship-freedom-of-the-seas,/en/go/ships/freedom-of-the-seas/,caribbean cruise freedom of the seas,"phrase (discovery, negatives applied)",3600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-freedom-of-the-seas-BOOK,0.32,Freedom Of The Seas Cruises,Check Freedom Sailing Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean cruises from new orleans,exact,1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean cruises from new orleans,"phrase (discovery, negatives applied)",1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean new orleans,exact,1000,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean cruises out of new orleans louisiana,exact,480,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean new orleans port,exact,320,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-new-orleans-BOOK,npq-rci-new-orleans--core,npq-rci-new-orleans,/en/go/lines/royal-caribbean/from/new-orleans/,royal caribbean out of new orleans,exact,210,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-new-orleans-BOOK,0.20,Royal Caribbean New Orleans,New Orleans Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-los-angeles-BOOK,npq-rci-los-angeles--core,npq-rci-los-angeles,/en/go/lines/royal-caribbean/from/los-angeles/,royal caribbean cruises from los angeles,exact,2400,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-los-angeles-BOOK,0.24,Royal Caribbean Los Angeles,Los Angeles Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-los-angeles-BOOK,npq-rci-los-angeles--core,npq-rci-los-angeles,/en/go/lines/royal-caribbean/from/los-angeles/,royal caribbean cruises from los angeles,"phrase (discovery, negatives applied)",2400,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-los-angeles-BOOK,0.24,Royal Caribbean Los Angeles,Los Angeles Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-los-angeles-BOOK,npq-rci-los-angeles--core,npq-rci-los-angeles,/en/go/lines/royal-caribbean/from/los-angeles/,royal caribbean from los angeles,exact,480,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-los-angeles-BOOK,0.20,Royal Caribbean Los Angeles,Los Angeles Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-los-angeles-BOOK,npq-rci-los-angeles--core,npq-rci-los-angeles,/en/go/lines/royal-caribbean/from/los-angeles/,royal caribbean san pedro ca,exact,320,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-los-angeles-BOOK,0.21,Royal Caribbean Los Angeles,Los Angeles Sailings And Dates,Talk To A Cruise Specialist
RC-p002-BOOK,p002--icon,p002,/en/go/lines/royal-caribbean/from/galveston/,icon of the seas galveston,exact,2900,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-p002-BOOK,0.20,Royal Caribbean From Galveston,Galveston Sailings And Dates,Talk To A Cruise Specialist
RC-p002-BOOK,p002--icon,p002,/en/go/lines/royal-caribbean/from/galveston/,icon of the seas galveston,"phrase (discovery, negatives applied)",2900,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-p002-BOOK,0.20,Royal Caribbean From Galveston,Galveston Sailings And Dates,Talk To A Cruise Specialist
RC-p003-BOOK,p003--black-friday,p003,/en/go/lines/royal-caribbean/,royal caribbean black friday deals,exact,1900,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.34,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--black-friday,p003,/en/go/lines/royal-caribbean/,royal caribbean black friday deals,"phrase (discovery, negatives applied)",1900,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.34,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--black-friday,p003,/en/go/lines/royal-caribbean/,royal caribbean black friday,exact,880,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,royal caribbean cruises from san juan,exact,880,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.20,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,royal caribbean cruises from san juan,"phrase (discovery, negatives applied)",880,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.20,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,royal caribbean san juan port,exact,720,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.20,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,royal caribbean cruise port san juan puerto rico,exact,480,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.25,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,cruise port san juan royal caribbean,exact,320,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.39,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-san-juan-BOOK,npq-rci-san-juan--core,npq-rci-san-juan,/en/go/lines/royal-caribbean/from/san-juan/,royal caribbean san juan,exact,210,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-san-juan-BOOK,0.20,Royal Caribbean From San Juan,San Juan Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,seattle cruise port royal caribbean,exact,1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.58,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,seattle cruise port royal caribbean,"phrase (discovery, negatives applied)",1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.58,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean cruises from seattle,exact,590,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.20,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean seattle,exact,320,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.20,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean port seattle wa,exact,140,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,1.27,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--core,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean seattle cruise,exact,110,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.21,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-dest-transatlantic-BOOK,npq-rci-dest-transatlantic--core,npq-rci-dest-transatlantic,/en/go/lines/royal-caribbean/to/transatlantic/,royal caribbean transatlantic cruises,exact,1900,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-transatlantic-BOOK,0.20,Transatlantic Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-transatlantic-BOOK,npq-rci-dest-transatlantic--core,npq-rci-dest-transatlantic,/en/go/lines/royal-caribbean/to/transatlantic/,royal caribbean transatlantic cruises,"phrase (discovery, negatives applied)",1900,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-transatlantic-BOOK,0.20,Transatlantic Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-transatlantic-BOOK,npq-rci-dest-transatlantic--core,npq-rci-dest-transatlantic,/en/go/lines/royal-caribbean/to/transatlantic/,royal caribbean transatlantic,exact,390,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-transatlantic-BOOK,0.20,Transatlantic Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-ship-independence-of-the-seas-BOOK,npq-ship-independence-of-the-seas--caribbean,npq-ship-independence-of-the-seas,/en/go/ships/independence-of-the-seas/,caribbean cruise independence of the seas,exact,1900,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-independence-of-the-seas-BOOK,0.20,Independence Of The Seas,Check Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-independence-of-the-seas-BOOK,npq-ship-independence-of-the-seas--caribbean,npq-ship-independence-of-the-seas,/en/go/ships/independence-of-the-seas/,caribbean cruise independence of the seas,"phrase (discovery, negatives applied)",1900,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-independence-of-the-seas-BOOK,0.20,Independence Of The Seas,Check Sailing Dates,Talk To A Cruise Specialist
RC-npq-rci-miami-BOOK,npq-rci-miami--icon,npq-rci-miami,/en/go/lines/royal-caribbean/from/miami/,icon of the seas miami,exact,1600,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-miami-BOOK,0.20,Royal Caribbean From Miami,Miami Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-miami-BOOK,npq-rci-miami--icon,npq-rci-miami,/en/go/lines/royal-caribbean/from/miami/,icon of the seas miami,"phrase (discovery, negatives applied)",1600,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-miami-BOOK,0.20,Royal Caribbean From Miami,Miami Sailings And Dates,Talk To A Cruise Specialist
RC-npq-ship-navigator-of-the-seas-BOOK,npq-ship-navigator-of-the-seas--caribbean,npq-ship-navigator-of-the-seas,/en/go/ships/navigator-of-the-seas/,caribbean cruise navigator of the seas,exact,1600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-navigator-of-the-seas-BOOK,0.22,Navigator Of The Seas Cruises,Check Navigator Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-navigator-of-the-seas-BOOK,npq-ship-navigator-of-the-seas--caribbean,npq-ship-navigator-of-the-seas,/en/go/ships/navigator-of-the-seas/,caribbean cruise navigator of the seas,"phrase (discovery, negatives applied)",1600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-navigator-of-the-seas-BOOK,0.22,Navigator Of The Seas Cruises,Check Navigator Sailing Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--alaska,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean alaska cruise from seattle,exact,1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.20,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--alaska,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean alaska cruise from seattle,"phrase (discovery, negatives applied)",1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.20,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-seattle-BOOK,npq-rci-seattle--alaska,npq-rci-seattle,/en/go/lines/royal-caribbean/from/seattle/,royal caribbean cruise seattle to alaska,exact,210,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-seattle-BOOK,0.20,Royal Caribbean From Seattle,Seattle Sailings And Dates,Talk To A Cruise Specialist
RC-p003-BOOK,p003--solo,p003,/en/go/lines/royal-caribbean/,royal caribbean solo cruise,exact,880,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--solo,p003,/en/go/lines/royal-caribbean/,royal caribbean solo cruise,"phrase (discovery, negatives applied)",880,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--solo,p003,/en/go/lines/royal-caribbean/,royal caribbean singles cruise,exact,590,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.31,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-npq-rci-dest-alaska-BOOK,npq-rci-dest-alaska--deals,npq-rci-dest-alaska,/en/go/lines/royal-caribbean/to/alaska/,royal caribbean alaska cruise deals,exact,1300,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-alaska-BOOK,0.39,Royal Caribbean Alaska Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-alaska-BOOK,npq-rci-dest-alaska--deals,npq-rci-dest-alaska,/en/go/lines/royal-caribbean/to/alaska/,royal caribbean alaska cruise deals,"phrase (discovery, negatives applied)",1300,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-alaska-BOOK,0.39,Royal Caribbean Alaska Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-ship-harmony-of-the-seas-BOOK,npq-ship-harmony-of-the-seas--caribbean,npq-ship-harmony-of-the-seas,/en/go/ships/harmony-of-the-seas/,harmony of the seas caribbean cruise,exact,1300,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-harmony-of-the-seas-BOOK,0.20,Harmony Of The Seas Cruises,Check Harmony Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-harmony-of-the-seas-BOOK,npq-ship-harmony-of-the-seas--caribbean,npq-ship-harmony-of-the-seas,/en/go/ships/harmony-of-the-seas/,harmony of the seas caribbean cruise,"phrase (discovery, negatives applied)",1300,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-harmony-of-the-seas-BOOK,0.20,Harmony Of The Seas Cruises,Check Harmony Sailing Dates,Talk To A Cruise Specialist
RC-p003-BOOK,p003--adults,p003,/en/go/lines/royal-caribbean/,adults only cruise royal caribbean,exact,1000,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--adults,p003,/en/go/lines/royal-caribbean/,adults only cruise royal caribbean,"phrase (discovery, negatives applied)",1000,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--adults,p003,/en/go/lines/royal-caribbean/,royal caribbean adults only,exact,210,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.29,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--core,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,ultimate family townhouse icon of the seas,exact,390,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.30,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--core,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,ultimate family townhouse icon of the seas,"phrase (discovery, negatives applied)",390,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.30,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--core,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,surfside family suite icon of the seas,exact,320,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.91,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--core,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas family suite,exact,260,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
